GeneInfo	GeneID	Gene_Desc	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_003683-RA	Caust.v2_003683	NA	0	0	0	0	0	1	0	0	0	0	1	0
Caust.v2_003684-RA	Caust.v2_003684	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003685-RA	Caust.v2_003685	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_003686-RA	Caust.v2_003686	NA	14	0	9	3	1	10	5	5	10	6	3	8
Caust.v2_003687-RA	Caust.v2_003687	NA	9	5	3	2	0	4	7	7	7	7	2	1
Caust.v2_003688-RA	Caust.v2_003688	fanconi anemia group j protein	257	112	148	166	118	189	368	316	176	160	165	424
Caust.v2_003689-RA	Caust.v2_003689	coiled-coil domain-containing protein 86-like	965	908	1030	1019	824	846	1003	1257	840	839	867	954
Caust.v2_003690-RA	Caust.v2_003690	 	303	144	209	263	182	253	294	344	197	228	216	453
Caust.v2_003691-RA	Caust.v2_003691	uncharacterized protein loc103577897 isoform x1	99	65	79	33	21	55	107	75	22	57	51	82
Caust.v2_003692-RA	Caust.v2_003692	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003693-RA	Caust.v2_003693	NA	0	0	0	0	0	3	0	0	1	3	1	0
Caust.v2_003694-RA	Caust.v2_003694	 	76	39	62	43	42	31	14	24	47	34	39	8
Caust.v2_003695-RA	Caust.v2_003695	NA	28	41	39	32	36	71	53	15	71	63	57	14
Caust.v2_003696-RA	Caust.v2_003696	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003697-RA	Caust.v2_003697	kv channel-interacting protein 1	0	4	8	0	7	0	1	0	5	1	7	0
Caust.v2_003697-RB	Caust.v2_003697	kv channel-interacting protein 1	13	23	41	59	52	67	13	19	56	18	20	12
Caust.v2_003697-RB	Caust.v2_003697	kv channel-interacting protein 1	21	10	37	9	12	23	24	29	3	4	12	20
Caust.v2_003698-RA	Caust.v2_003698	poly(adp-ribose) glycohydrolase arh3-like	26	15	36	26	16	34	12	18	12	21	7	16
Caust.v2_003699-RA	Caust.v2_003699	rabenosyn-5	681	431	534	544	391	565	576	743	435	439	403	656
Caust.v2_003700-RA	Caust.v2_003700	asparagine synthetase domain-containing protein 1-like	846	488	716	707	465	801	750	1125	609	614	673	687
Caust.v2_003701-RA	Caust.v2_003701	hydroxysteroid dehydrogenase-like protein 2-like	875	1311	1123	1358	1182	1418	1452	2106	1683	1415	1569	1302
Caust.v2_003702-RA	Caust.v2_003702	s-adenosylmethionine mitochondrial carrier	541	266	438	413	305	378	490	594	370	400	333	625
Caust.v2_003703-RD	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RC	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RB	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RB	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RB	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RB	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RA	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RA	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003703-RB	Caust.v2_003703	dna-directed rna polymerases i and iii subunit rpac1	3	5	2	9	3	3	1	5	3	1	3	2
Caust.v2_003704-RA	Caust.v2_003704	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003705-RA	Caust.v2_003705	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003706-RA	Caust.v2_003706	calpain-a-like isoform x1	1307	4032	2288	5857	2321	1242	2144	3059	2544	2542	3034	1779
Caust.v2_003707-RA	Caust.v2_003707	NA	59	66	64	122	59	59	41	81	59	66	92	63
Caust.v2_003708-RA	Caust.v2_003708	NA	0	0	0	0	0	2	3	0	0	0	0	0
Caust.v2_003709-RA	Caust.v2_003709	alk tyrosine kinase receptor-like	272	127	147	204	109	217	126	214	178	173	207	172
Caust.v2_003710-RA	Caust.v2_003710	 	0	9	3	2	1	0	10	6	2	3	2	9
Caust.v2_003711-RA	Caust.v2_003711	isoform e	4351	2934	3738	3312	2384	3715	3325	4194	2789	2881	3015	4217
Caust.v2_003712-RA	Caust.v2_003712	protein toll-like	229	91	106	206	86	133	170	133	111	142	141	107
Caust.v2_003713-RA	Caust.v2_003713	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_003714-RA	Caust.v2_003714	NA	0	3	0	0	0	0	0	0	0	0	0	0
Caust.v2_003715-RA	Caust.v2_003715	NA	4	0	1	0	1	3	0	1	0	0	1	0
Caust.v2_003716-RA	Caust.v2_003716	histone-lysine n-methyltransferase trithorax	1827	1534	1749	1874	1487	1354	1522	1755	1652	1399	1455	1691
Caust.v2_003717-RA	Caust.v2_003717	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003718-RA	Caust.v2_003718	NA	40	28	12	53	17	20	28	51	51	15	44	21
Caust.v2_003719-RA	Caust.v2_003719	NA	10	2	3	2	0	14	4	3	2	2	3	2
Caust.v2_003720-RA	Caust.v2_003720	NA	7	5	2	0	1	2	3	8	6	0	7	2
Caust.v2_003721-RA	Caust.v2_003721	NA	383	331	252	552	329	273	434	580	476	448	361	349
Caust.v2_003722-RA	Caust.v2_003722	grip and coiled-coil domain-containing protein 1	3586	3593	3477	3933	2746	3235	3919	4166	2908	2803	3475	3864
Caust.v2_003723-RA	Caust.v2_003723	d-tyrosyl-trna deacylase 1	139	76	108	100	82	110	89	179	95	102	81	147
Caust.v2_003724-RA	Caust.v2_003724	NA	343	309	272	289	182	198	415	364	267	228	265	476
Caust.v2_003725-RA	Caust.v2_003725	odorant receptor 85b-like	0	1	4	2	4	1	0	1	2	2	1	2
Caust.v2_003726-RA	Caust.v2_003726	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003727-RA	Caust.v2_003727	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003728-RA	Caust.v2_003728	odorant receptor 13a-like	1	1	0	2	0	0	0	0	0	0	0	0
Caust.v2_003729-RA	Caust.v2_003729	odorant receptor or2-like	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_003730-RA	Caust.v2_003730	 	1	0	0	0	0	0	0	0	3	0	0	0
Caust.v2_003731-RA	Caust.v2_003731	odorant receptor or2-like	0	0	0	1	0	2	0	0	0	0	0	0
Caust.v2_003732-RA	Caust.v2_003732	odorant receptor 82a-like	1	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_003733-RA	Caust.v2_003733	odorant receptor 85b-like	2	0	1	4	3	2	4	0	4	1	2	1
Caust.v2_003734-RA	Caust.v2_003734	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_003735-RA	Caust.v2_003735	odorant receptor 85b-like	0	1	7	3	1	4	0	1	0	2	1	1
Caust.v2_003736-RA	Caust.v2_003736	NA	0	0	0	0	1	0	0	0	0	0	1	0
Caust.v2_003737-RA	Caust.v2_003737	aquaporin -like	3	407	156	1037	340	38	7	54	65	31	184	24
Caust.v2_003738-RA	Caust.v2_003738	NA	0	0	0	6	1	0	0	0	0	0	2	0
Caust.v2_003739-RG	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	1	0	1	0	1	0	2	0
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	150	115	168	163	152	87	61	76	146	134	81	62
Caust.v2_003739-RK	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	76	26	33	58	62	27	16	40	63	25	25	30
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	16	8	12	15	13	8	10	9	16	10	8	4
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	44	23	46	45	27	19	4	21	57	25	16	6
Caust.v2_003739-RJ	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	9062	11270	14357	12402	19330	7289	4182	5576	9440	8996	8050	4850
Caust.v2_003739-RE	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003739-RF	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003739-RA	Caust.v2_003739	high affinity camp-specific and ibmx-insensitive 3 -cyclic phosphodiesterase 8a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003740-RA	Caust.v2_003740	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003741-RA	Caust.v2_003741	NA	438	193	245	239	313	261	107	394	338	181	196	150
Caust.v2_003742-RA	Caust.v2_003742	NA	244	362	163	405	362	156	137	255	297	148	169	134
Caust.v2_003743-RA	Caust.v2_003743	NA	2545	1577	1338	1853	1755	1445	610	2227	1628	1167	1498	842
Caust.v2_003744-RA	Caust.v2_003744	NA	4	1	1	2	0	1	0	0	3	0	2	0
Caust.v2_003745-RA	Caust.v2_003745	zeta-sarcoglycan isoformx2	144	145	138	134	91	69	57	120	91	148	109	52
Caust.v2_003746-RA	Caust.v2_003746	NA	0	0	1	0	0	0	1	3	0	0	0	0
Caust.v2_003747-RA	Caust.v2_003747	NA	0	5	4	3	6	1	1	2	3	4	1	0
Caust.v2_003748-RA	Caust.v2_003748	NA	0	0	0	0	0	0	0	0	1	2	1	0
Caust.v2_003749-RA	Caust.v2_003749	NA	1	1	0	1	3	4	0	0	1	0	0	0
Caust.v2_003750-RA	Caust.v2_003750	zeta-sarcoglycan isoform x3	16	4	3	2	2	0	0	12	2	0	0	0
Caust.v2_003751-RA	Caust.v2_003751	NA	7	11	2	18	6	10	8	89	8	55	16	6
Caust.v2_003752-RA	Caust.v2_003752	NA	1	0	0	2	0	0	2	0	0	0	0	0
Caust.v2_003753-RA	Caust.v2_003753	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_003754-RA	Caust.v2_003754	NA	0	0	2	2	0	1	0	0	0	0	0	0
Caust.v2_003755-RA	Caust.v2_003755	NA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_003756-RA	Caust.v2_003756	NA	1258	339	1145	566	957	1032	124	644	668	678	538	178
Caust.v2_003757-RA	Caust.v2_003757	NA	5	3	6	8	2	28	20	32	7	4	7	24
Caust.v2_003758-RA	Caust.v2_003758	ring-box protein 1a-like	1498	1267	1522	1488	1315	1397	1590	1988	1306	1197	1279	2636
Caust.v2_003759-RA	Caust.v2_003759	vacuolar-sorting protein snf8	143	141	129	170	148	192	156	228	137	148	164	137
Caust.v2_003760-RA	Caust.v2_003760	sodium channel and clathrin linker 1	0	2	2	1	0	0	0	0	4	0	0	0
Caust.v2_003761-RA	Caust.v2_003761	NA	2	4	5	2	4	3	6	2	0	4	6	4
Caust.v2_003762-RA	Caust.v2_003762	trna 2-thiocytidine biosynthesis protein ttca	2	47	0	0	0	0	0	0	0	1	2	7
Caust.v2_003762-RB	Caust.v2_003762	trna 2-thiocytidine biosynthesis protein ttca	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003762-RA	Caust.v2_003762	trna 2-thiocytidine biosynthesis protein ttca	101	310	114	381	263	62	75	84	170	129	149	58
Caust.v2_003763-RA	Caust.v2_003763	NA	1	1	0	0	0	1	1	4	9	3	0	0
Caust.v2_003764-RA	Caust.v2_003764	probable calcium-binding protein cml11-like	0	0	0	0	0	2	0	1	3	2	2	1
Caust.v2_003765-RA	Caust.v2_003765	probable calcium-binding protein cml11 isoform x2	12	38	20	23	26	17	25	28	39	22	34	27
Caust.v2_003766-RA	Caust.v2_003766	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_003767-RA	Caust.v2_003767	uncharacterized protein loc100879591	127	136	141	139	126	134	132	165	132	120	151	169
Caust.v2_003768-RA	Caust.v2_003768	fatty acid binding protein	3	4	3	4	4	1	0	0	1	3	0	2
Caust.v2_003769-RA	Caust.v2_003769	 	17	13	19	13	15	18	16	10	18	4	9	10
Caust.v2_003770-RA	Caust.v2_003770	NA	307	79	216	196	86	306	1120	723	208	170	177	1565
Caust.v2_003771-RA	Caust.v2_003771	NA	2776	8449	9553	8056	12192	5078	4053	5796	5114	4096	7484	4146
Caust.v2_003772-RA	Caust.v2_003772	NA	2	0	29	1	3	0	0	1	0	0	2	0
Caust.v2_003773-RA	Caust.v2_003773	NA	0	2	0	0	0	0	0	0	0	0	0	0
Caust.v2_003774-RA	Caust.v2_003774	lim domain only protein 3-like	20	11	21	12	7	8	21	26	14	21	23	24
Caust.v2_003775-RA	Caust.v2_003775	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003776-RA	Caust.v2_003776	NA	2	2	0	4	3	7	4	6	2	2	8	4
Caust.v2_003777-RA	Caust.v2_003777	NA	0	0	1	0	0	0	2	0	3	0	0	0
Caust.v2_003778-RA	Caust.v2_003778	lim domain only protein 3-like	1728	636	1211	1184	480	1505	2616	2175	1032	1065	1056	3002
Caust.v2_003779-RA	Caust.v2_003779	NA	0	0	0	0	3	0	0	2	1	1	1	3
Caust.v2_003780-RA	Caust.v2_003780	NA	43	24	35	30	13	56	42	63	32	24	35	74
Caust.v2_003781-RA	Caust.v2_003781	NA	1	0	0	0	2	0	1	2	3	0	0	4
Caust.v2_003782-RA	Caust.v2_003782	NA	2	0	1	2	0	4	0	2	3	0	1	0
Caust.v2_003783-RA	Caust.v2_003783	NA	3	1	0	1	0	2	1	4	1	3	4	2
Caust.v2_003784-RA	Caust.v2_003784	NA	4	0	1	3	4	1	2	2	1	1	2	1
Caust.v2_003785-RA	Caust.v2_003785	NA	1081	921	890	1016	627	827	1640	1368	708	748	896	1841
Caust.v2_003786-RA	Caust.v2_003786	nuclear pore complex protein nup50-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003786-RA	Caust.v2_003786	nuclear pore complex protein nup50-like	1741	767	1320	1078	729	1401	1935	1957	1147	1114	1025	2346
Caust.v2_003786-RC	Caust.v2_003786	nuclear pore complex protein nup50-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003786-RB	Caust.v2_003786	nuclear pore complex protein nup50-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003786-RA	Caust.v2_003786	nuclear pore complex protein nup50-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003787-RA	Caust.v2_003787	lin-9-like protein	604	307	531	529	283	606	987	1036	435	472	454	1185
Caust.v2_003788-RA	Caust.v2_003788	 	63	27	54	43	13	70	63	46	37	27	41	56
Caust.v2_003789-RA	Caust.v2_003789	NA	64	22	39	30	13	126	56	46	88	33	29	62
Caust.v2_003790-RA	Caust.v2_003790	solute carrier family 41 member 2-like	1178	1881	1311	3541	1115	1941	1019	3066	2864	2325	2159	1005
Caust.v2_003791-RA	Caust.v2_003791	isoform a	1	3	1	6	3	3	1	8	17	8	5	3
Caust.v2_003792-RA	Caust.v2_003792	NA	0	0	0	0	0	0	0	1	2	1	0	0
Caust.v2_003793-RA	Caust.v2_003793	NA	0	0	0	0	0	2	2	0	2	0	1	0
Caust.v2_003794-RA	Caust.v2_003794	NA	0	0	0	0	0	0	0	2	1	1	2	0
Caust.v2_003795-RA	Caust.v2_003795	NA	0	0	0	0	0	0	2	0	0	0	1	0
Caust.v2_003796-RA	Caust.v2_003796	 	586	231	505	262	187	533	471	393	294	369	265	352
Caust.v2_003797-RA	Caust.v2_003797	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_003798-RA	Caust.v2_003798	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003799-RA	Caust.v2_003799	NA	0	0	0	0	0	0	0	1	0	0	0	1
Caust.v2_003800-RA	Caust.v2_003800	actin-like protein 6a	55	32	70	70	85	46	32	35	37	42	53	25
Caust.v2_003801-RB	Caust.v2_003801	isoform a	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003801-RA	Caust.v2_003801	isoform a	57	35	55	92	85	25	27	43	58	23	35	25
Caust.v2_003801-RA	Caust.v2_003801	isoform a	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003802-RA	Caust.v2_003802	NA	0	0	0	0	4	3	0	0	0	1	0	0
Caust.v2_003803-RA	Caust.v2_003803	ribosomal rna methyltransferase 1	1850	1141	1666	1606	1054	1690	2088	1938	1463	1212	1245	2926
Caust.v2_003804-RA	Caust.v2_003804	NA	5	14	4	4	6	8	12	23	11	4	14	16
Caust.v2_003805-RA	Caust.v2_003805	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_003806-RA	Caust.v2_003806	NA	347	156	134	247	154	258	305	380	225	240	242	525
Caust.v2_003807-RA	Caust.v2_003807	lipase 3-like	656	711	1774	1024	664	720	5883	1020	627	933	1264	844
Caust.v2_003808-RA	Caust.v2_003808	 	22	16	6	17	12	4	25	34	9	9	20	14
Caust.v2_003808-RB	Caust.v2_003808	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003808-RB	Caust.v2_003808	 	1294	702	881	945	623	1138	1143	1713	982	809	882	1534
Caust.v2_003809-RA	Caust.v2_003809	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003810-RA	Caust.v2_003810	exportin-5	3	2	7	4	1	10	1	3	1	7	6	8
Caust.v2_003811-RB	Caust.v2_003811	adenylate cyclase type 9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003811-RB	Caust.v2_003811	adenylate cyclase type 9	0	0	0	0	0	0	2	0	0	0	0	0
Caust.v2_003811-RA	Caust.v2_003811	adenylate cyclase type 9	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_003811-RD	Caust.v2_003811	adenylate cyclase type 9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003811-RC	Caust.v2_003811	adenylate cyclase type 9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003811-RB	Caust.v2_003811	adenylate cyclase type 9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003812-RA	Caust.v2_003812	serine threonine-protein kinase mtor	1	0	0	4	0	0	0	0	0	0	0	1
Caust.v2_003813-RA	Caust.v2_003813	cytidine deaminase-like	492	444	600	572	542	577	682	691	632	412	626	581
Caust.v2_003814-RA	Caust.v2_003814	 	312	128	79	91	76	172	270	137	144	169	139	129
Caust.v2_003815-RA	Caust.v2_003815	 	862	4089	1936	2291	1493	992	1017	1453	1454	1535	1755	2557
Caust.v2_003816-RB	Caust.v2_003816	 	5	7	5	19	5	5	12	6	2	3	12	4
Caust.v2_003816-RA	Caust.v2_003816	 	4	3	5	4	0	5	12	2	2	2	4	2
Caust.v2_003816-RA	Caust.v2_003816	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003817-RA	Caust.v2_003817	glycine-rich cell wall structural isoform x1	4415	2401	3276	3697	2900	3330	2569	4099	2821	2832	2781	3273
Caust.v2_003818-RB	Caust.v2_003818	multidrug resistance-associated protein 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003818-RA	Caust.v2_003818	multidrug resistance-associated protein 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003818-RA	Caust.v2_003818	multidrug resistance-associated protein 4-like	6239	5409	8015	8356	7759	4559	4021	4112	4763	5111	4867	5606
Caust.v2_003819-RA	Caust.v2_003819	NA	2	0	9	0	0	0	0	0	0	0	0	0
Caust.v2_003820-RB	Caust.v2_003820	splicing factor 3b subunit 3	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003820-RB	Caust.v2_003820	splicing factor 3b subunit 3	2740	2091	2515	3107	2195	2238	2014	2846	2222	2253	2041	2596
Caust.v2_003820-RA	Caust.v2_003820	splicing factor 3b subunit 3	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003821-RA	Caust.v2_003821	NA	1	1	1	0	0	3	0	0	0	0	1	0
Caust.v2_003822-RA	Caust.v2_003822	 	3664	2263	2802	2268	1905	2355	2466	3315	2423	2528	2030	2854
Caust.v2_003823-RA	Caust.v2_003823	probable trna (uracil-o -)-methyltransferase-like	800	621	829	812	665	852	775	892	576	840	670	1067
Caust.v2_003824-RA	Caust.v2_003824	NA	179	95	108	122	112	82	140	111	131	121	106	144
Caust.v2_003825-RA	Caust.v2_003825	NA	4	2	0	3	3	7	3	1	1	7	0	6
Caust.v2_003826-RA	Caust.v2_003826	NA	8	12	8	8	14	14	9	6	36	10	25	15
Caust.v2_003827-RA	Caust.v2_003827	NA	1	0	0	1	1	2	1	3	4	5	0	2
Caust.v2_003828-RA	Caust.v2_003828	NA	5	7	3	9	15	5	3	11	12	4	7	6
Caust.v2_003829-RA	Caust.v2_003829	NA	799	923	792	1186	834	862	866	1174	748	796	913	845
Caust.v2_003830-RA	Caust.v2_003830	histone deacetylase 4-like	909	695	855	787	691	661	640	781	673	594	611	635
Caust.v2_003831-RA	Caust.v2_003831	cytochrome c1- heme mitochondrial	14	14	14	15	23	31	10	24	33	18	37	7
Caust.v2_003832-RA	Caust.v2_003832	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003833-RA	Caust.v2_003833	mitochondrial import inner membrane translocase subunit tim44-like	864	849	886	970	771	783	922	1030	898	733	744	807
Caust.v2_003834-RA	Caust.v2_003834	e3 ubiquitin-protein ligase hyd-like	10330	5724	6912	9615	5513	8034	10163	12598	7827	8000	6970	11754
Caust.v2_003835-RA	Caust.v2_003835	protein class 2 f g isoform isoform x1	1416	802	1079	1295	686	1104	1517	1741	802	1017	1051	1666
Caust.v2_003836-RA	Caust.v2_003836	denn domain-containing protein 1a-like isoform 2	0	1	3	2	0	1	1	0	0	0	1	0
Caust.v2_003837-RA	Caust.v2_003837	valyl-trna synthetase	19	16	27	9	10	21	25	11	23	12	14	18
Caust.v2_003838-RA	Caust.v2_003838	eukaryotic translation initiation factor 3 subunit f-like	1729	1496	1602	1954	1393	1553	1537	2204	1351	1418	1642	2170
Caust.v2_003839-RA	Caust.v2_003839	 	1222	999	874	1271	965	1162	1514	1288	1001	925	1126	1367
Caust.v2_003840-RA	Caust.v2_003840	NA	648	568	606	693	488	587	717	708	504	410	683	899
Caust.v2_003841-RA	Caust.v2_003841	rho gtpase-activating protein 44-like isoform x1	1674	1428	1509	1710	1109	1420	1642	2004	1334	1113	1266	2083
Caust.v2_003841-RB	Caust.v2_003841	rho gtpase-activating protein 44-like isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003841-RA	Caust.v2_003841	rho gtpase-activating protein 44-like isoform x1	0	0	1	0	0	1	0	2	0	0	0	0
Caust.v2_003842-RA	Caust.v2_003842	acyl- -binding domain-containing protein 6-like	1501	889	1376	1025	791	1084	1095	1459	994	952	950	1586
Caust.v2_003843-RA	Caust.v2_003843	 	327	216	276	259	199	207	266	360	226	227	242	365
Caust.v2_003844-RA	Caust.v2_003844	methyltransferase-like protein 23	674	399	471	574	408	435	469	635	400	468	423	695
Caust.v2_003845-RA	Caust.v2_003845	atp-binding cassette sub-family b member mitochondrial	1804	1358	1791	1699	1306	1496	1844	1973	1455	1375	1576	2096
Caust.v2_003846-RA	Caust.v2_003846	serine threonine-protein phosphatase 4 regulatory subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003847-RA	Caust.v2_003847	calcineurin subunit b type 2-like	2392	1563	1946	1858	1745	2407	2142	2798	2090	1502	1608	2989
Caust.v2_003848-RA	Caust.v2_003848	aurora kinase b-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003849-RA	Caust.v2_003849	aurora kinase b-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003850-RA	Caust.v2_003850	trna pseudouridine synthase pus10	347	201	249	263	159	275	373	405	238	212	239	465
Caust.v2_003851-RA	Caust.v2_003851	NA	501	351	418	394	362	425	442	523	408	326	421	552
Caust.v2_003852-RA	Caust.v2_003852	conserved oligomeric golgi complex subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003853-RB	Caust.v2_003853	ubiquitin-conjugating enzyme e2 l3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003853-RA	Caust.v2_003853	ubiquitin-conjugating enzyme e2 l3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003853-RA	Caust.v2_003853	ubiquitin-conjugating enzyme e2 l3-like	2	1	1	1	0	1	2	0	1	0	1	1
Caust.v2_003854-RC	Caust.v2_003854	cullin-3 isoform x1	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_003854-RB	Caust.v2_003854	cullin-3 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003854-RA	Caust.v2_003854	cullin-3 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003854-RA	Caust.v2_003854	cullin-3 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003854-RD	Caust.v2_003854	cullin-3 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003854-RA	Caust.v2_003854	cullin-3 isoform x1	796	501	596	764	399	551	700	844	482	594	605	1032
Caust.v2_003854-RA	Caust.v2_003854	cullin-3 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003855-RA	Caust.v2_003855	isocitrate dehydrogenase	1	0	0	0	1	0	1	0	0	0	0	2
Caust.v2_003855-RB	Caust.v2_003855	isocitrate dehydrogenase	4	0	0	0	0	0	0	0	0	0	4	0
Caust.v2_003855-RB	Caust.v2_003855	isocitrate dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003856-RA	Caust.v2_003856	uncharacterized protein loc658431 isoform x1	2031	1149	1677	1372	1057	1756	1508	1666	1542	1592	1303	1494
Caust.v2_003857-RA	Caust.v2_003857	vacuolar protein sorting-associated protein 13a	20	14	18	28	16	25	19	17	52	18	19	14
Caust.v2_003858-RA	Caust.v2_003858	trithorax group protein osa	1077	595	691	986	550	597	761	1027	776	823	713	720
Caust.v2_003859-RB	Caust.v2_003859	mannose-1-phosphate guanyltransferase beta-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003859-RB	Caust.v2_003859	mannose-1-phosphate guanyltransferase beta-like	0	0	0	0	0	0	0	0	0	0	0	0
