GeneInfo	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
rna-XM_026439049.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_412299.3	0	1	0	3	0	2	0	0	0	0	0	0
rna-XR_003304177.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_120666.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439057.1	4	1	0	0	1	3	0	0	1	0	2	0
rna-XM_026439056.1	6	1	7	3	3	13	4	4	3	12	6	7
rna-XR_003304187.1	10	4	5	7	1	9	2	9	5	8	4	7
rna-XR_003304186.1	11	3	4	5	6	14	6	5	9	6	1	9
rna-TRNAA-UGC	0	0	0	0	0	0	0	0	0	0	0	1
rna-XR_003304170.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304171.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304172.1	0	0	0	1	0	0	1	0	1	0	0	0
rna-XR_001706183.2	0	0	0	0	0	1	0	0	0	2	0	0
rna-XM_006571921.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006571923.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003251788.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917298.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006571919.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006571924.1	2	0	0	0	0	2	0	3	1	0	1	2
rna-NR_039451.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir3757	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001123223.4	148	90	77	88	64	141	128	100	144	107	135	167
rna-XM_026446490.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446489.1	0	0	0	0	0	0	1	0	0	0	0	0
rna-XM_026446491.1	0	0	0	1	2	0	0	0	0	0	4	0
rna-XM_026446493.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306563.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001123067.5	6	2	3	5	1	1	5	5	2	4	2	17
rna-XM_026439110.1	0	0	0	0	0	0	0	0	0	1	0	0
rna-XM_026439111.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439003.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572131.3	17	7	12	18	10	20	14	11	21	8	14	29
rna-XM_006572132.3	472	335	271	339	303	547	378	478	440	554	716	560
rna-XM_026446411.1	7	1	3	5	0	0	1	3	4	1	2	7
rna-XM_026446407.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446408.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446409.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446410.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306553.1	0	0	0	1	3	4	1	0	1	0	0	0
rna-XM_003251791.3	2814	339	826	1953	651	775	459	1301	807	1803	1622	2172
rna-XM_026439103.1	16	5	13	7	3	8	7	3	5	15	13	22
rna-XM_026439102.1	13	2	5	3	0	2	5	5	8	5	4	11
rna-XM_026439101.1	0	2	0	0	1	0	0	0	3	4	2	0
rna-XM_026439034.1	0	0	0	0	0	0	0	0	0	0	0	1
rna-XM_026439035.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393287.7	2294	1140	961	1604	698	1320	1011	1641	1259	1727	1161	2607
rna-XM_392996.7	543	284	332	404	238	507	347	452	403	545	506	690
rna-XM_026439037.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439038.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446403.1	825	401	428	580	301	530	401	537	516	678	525	899
rna-XM_026446404.1	1457	718	782	968	454	913	647	1017	529	859	813	1209
rna-XR_003304146.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304125.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304123.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304130.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304122.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304124.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304136.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304132.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304129.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304128.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304145.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304133.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304144.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304137.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304131.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304142.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304139.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304135.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304143.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304141.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304140.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304138.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304127.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304134.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304126.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438944.1	0	0	0	0	1	0	0	0	0	0	0	0
rna-XM_006572123.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438957.1	22	45	9	12	18	27	6	19	0	18	27	19
rna-XM_026438958.1	1	0	5	3	2	2	2	4	2	3	4	5
rna-XM_026438955.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438952.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438951.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438956.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438954.1	0	0	0	1	0	0	0	0	0	0	0	0
rna-XM_026438953.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438950.1	2	0	0	0	0	0	0	0	1	0	0	0
rna-NM_001040681.1	280	232	153	240	70	255	196	222	175	258	219	529
rna-XM_003251837.4	42	22	18	20	14	20	24	22	33	23	26	36
rna-XM_006572122.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_412387.3	4	0	0	0	0	0	0	1	0	0	0	0
rna-XM_001121363.5	296	126	147	214	83	178	102	254	177	218	119	276
rna-XR_003304118.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438922.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438928.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438926.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438917.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438929.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438930.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438927.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438924.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438921.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438919.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438916.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438920.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438918.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438925.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438923.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438915.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438931.1	1	1	0	3	0	0	2	0	2	1	1	5
rna-XM_026446481.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572283.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_412436.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_412437.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_120709.4	4	3	2	0	1	1	0	0	1	1	2	9
rna-XM_006572282.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_048934.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir3762	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_412302.3	0	0	0	11	0	0	0	0	0	0	0	0
rna-XM_026439107.1	0	0	0	3	1	4	4	1	2	2	1	2
rna-XM_026439108.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439109.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439106.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003251850.4	91	70	78	68	85	78	60	200	29	60	52	80
rna-XM_026439031.1	1	3	0	2	0	1	2	0	0	3	0	4
rna-XM_026439032.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557645.3	18996	5947	6851	9265	4316	9420	6017	10093	9781	11524	7052	17749
rna-XM_016911002.2	1	0	0	0	0	3	4	1	1	1	1	1
rna-XM_006557646.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557647.2	3	0	0	0	1	3	3	3	1	5	4	7
rna-XM_006557649.3	6	1	1	3	2	7	4	8	7	4	2	2
rna-XM_006557648.3	6	0	2	5	4	3	1	1	1	1	0	6
rna-XM_026439059.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557651.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001142693.1	3	0	0	1	0	0	1	2	0	1	0	0
rna-XM_006557650.3	3	0	1	6	0	4	2	0	2	1	0	1
rna-XM_026439166.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439167.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439164.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439165.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439168.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910999.2	0	0	0	0	0	0	2	0	0	0	0	0
rna-NM_001327950.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910996.2	1	1	0	0	3	3	2	0	4	2	0	4
rna-XM_016910997.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910995.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249101.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557655.3	0	2	0	0	0	0	0	0	0	0	0	0
rna-XM_026439149.1	2	0	0	0	0	0	0	2	0	0	0	0
rna-XM_026439150.1	198	104	150	143	47	187	98	165	120	230	125	273
rna-XM_392968.5	430	370	261	336	287	501	407	552	347	475	802	535
rna-XM_026439070.1	482	296	302	323	179	348	249	329	290	443	337	572
rna-XM_395961.7	3591	1652	1842	2400	1588	3025	1892	3667	2195	3208	3458	3762
rna-XM_016910952.2	183	189	104	191	115	163	166	119	130	191	228	252
rna-XM_026446379.1	3	2	5	4	1	0	2	8	1	1	1	1
rna-NM_001242557.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249103.4	0	1	0	8	2	0	0	0	0	4	1	0
rna-XM_026439146.1	0	1	0	0	0	0	0	2	1	0	1	0
rna-XR_003304121.1	9	3	3	2	1	6	0	5	3	0	5	4
rna-XM_006557660.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396406.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557657.3	1	0	0	0	0	1	3	1	2	0	2	1
rna-XR_001702266.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702267.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_407544.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_407545.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304120.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_407540.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439061.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439062.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558336.3	2	0	0	0	0	2	2	3	0	0	0	0
rna-XM_001122519.5	85	54	61	76	40	71	57	88	76	106	116	96
rna-XM_001122533.5	561	224	323	352	290	575	345	689	488	472	803	665
rna-XM_026446456.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446457.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446458.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446459.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446460.1	770	161	228	461	148	245	221	522	361	823	257	1162
rna-XM_026439151.1	4	1	2	3	1	4	4	0	3	9	1	12
rna-XM_026446461.1	86	21	19	83	10	13	18	50	28	46	29	157
rna-NR_130406.1	1	2	3	2	0	0	0	0	0	1	2	0
rna-Mir6041	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395197.7	150	141	99	118	57	121	92	182	85	119	192	131
rna-XM_016910926.2	8	1	4	4	5	5	1	3	1	4	16	2
rna-XM_016910925.2	18	6	12	15	6	19	10	15	8	15	30	17
rna-NM_001270827.1	383	113	192	284	88	13	101	131	128	137	85	511
rna-NM_001270828.1	1	0	0	0	1	0	0	0	0	1	0	0
rna-NM_001270815.1	6	1	1	4	3	7	2	4	3	4	2	7
rna-NM_001270814.1	8521	1221	1981	5671	1841	1937	897	2473	1009	2442	1303	5997
rna-XM_006558338.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558340.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558339.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558341.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001270813.1	11496	3224	2928	6993	1754	2165	1647	7563	1204	5497	1346	11666
rna-XM_026438913.1	23	3	3	9	5	5	1	4	2	10	3	20
rna-XM_026438912.1	8	9	4	8	6	6	8	5	3	7	10	20
rna-XM_623646.6	937	422	424	608	323	968	395	688	588	598	577	1022
rna-XM_006558762.3	812	325	357	491	360	542	340	607	375	607	615	815
rna-XM_026446378.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446376.1	0	0	0	0	0	0	0	0	1	0	0	0
rna-XM_026446377.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559071.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559069.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559070.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001080095.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439105.1	45	25	36	53	36	37	23	24	24	35	26	49
rna-XM_026438936.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438935.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_625163.6	1255	636	549	852	402	871	570	796	671	1078	678	1267
rna-XM_003249393.4	925	482	494	811	378	723	568	676	625	1074	703	1133
rna-XM_026439063.1	0	1	0	0	0	0	0	0	0	0	0	0
rna-XM_006559139.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559140.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016911007.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016911008.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559141.3	0	0	0	0	0	0	1	0	2	0	0	0
rna-XM_006559137.3	661	346	361	465	271	553	301	553	449	527	569	770
rna-XM_006559136.3	3620	1427	1344	2290	1090	2129	1448	2263	2049	2765	2092	4075
rna-XM_003249399.2	0	0	0	2	0	1	1	0	1	1	1	2
rna-XM_006559133.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559135.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396212.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559134.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408229.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624379.6	65	32	24	72	27	55	31	45	55	55	49	79
rna-XM_395476.5	15	7	5	3	3	5	3	6	6	4	3	9
rna-XM_006559132.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702259.2	0	0	1	0	0	0	0	0	0	0	1	0
rna-XM_395475.6	89	38	49	89	15	79	49	72	46	72	70	93
rna-XM_395474.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438942.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559129.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624484.5	501	237	258	303	153	302	201	277	212	304	300	445
rna-XM_006559127.3	686	243	322	395	119	559	251	266	255	331	238	413
rna-XM_016910719.2	48	36	37	41	30	71	30	62	34	42	71	65
rna-XM_026439024.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910718.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559124.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559125.3	1	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702102.1	57	27	19	53	18	77	23	33	27	31	28	90
rna-XR_003304173.1	9	3	1	6	1	26	14	15	0	8	8	7
rna-XR_001702096.2	15	9	2	4	4	10	1	7	4	21	9	16
rna-XR_003304174.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396724.7	77	82	68	64	77	237	82	134	60	116	267	90
rna-XM_396723.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559122.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559121.2	585	338	297	452	209	467	284	491	367	506	408	698
rna-XM_003249403.4	410	233	237	308	231	333	276	370	245	423	398	470
rna-XR_001702146.2	45	8	12	36	1	27	10	19	16	21	17	45
rna-XR_001702149.2	6	1	1	4	1	2	4	1	1	1	1	3
rna-XR_001702147.2	46	22	20	19	11	21	20	28	46	21	13	22
rna-XR_001702148.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393285.7	300	160	153	271	121	175	135	244	226	185	221	297
rna-XR_408211.3	6	0	0	1	0	1	2	1	4	1	0	5
rna-XM_625255.6	3830	1489	1315	2829	1414	2694	1570	2682	1791	2949	2376	4771
rna-XM_396598.7	60	52	25	70	28	64	37	55	42	46	51	98
rna-XM_026438934.1	33	8	6	20	10	30	17	21	14	18	31	43
rna-XM_026438933.1	0	2	1	0	0	1	2	1	3	1	1	5
rna-XM_026438932.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304119.1	469	189	201	269	105	319	171	216	254	266	179	386
rna-XM_006559112.3	1419	601	659	867	537	961	650	1035	749	1040	983	1512
rna-XM_395607.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559115.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559118.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559114.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559113.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559119.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559116.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446413.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559117.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249398.4	400	239	225	310	214	373	289	347	298	425	439	450
rna-XM_397308.7	840	549	453	702	382	1143	605	738	620	1053	796	1093
rna-XM_026446509.1	95	46	53	62	30	115	76	90	78	138	93	88
rna-XM_006559107.3	1	3	3	2	3	0	1	0	0	0	3	0
rna-XM_006559109.3	0	0	0	2	0	0	2	2	0	0	0	1
rna-XM_006559108.3	12	4	20	15	8	8	10	4	9	13	13	19
rna-XM_003249397.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016911005.2	7	1	1	0	2	0	1	0	1	1	0	9
rna-XM_396164.7	0	1	0	0	0	0	0	0	0	0	0	0
rna-XM_623667.6	769	255	285	581	263	550	356	442	340	611	499	746
rna-XM_006559103.3	1	0	0	0	0	0	0	0	0	0	1	0
rna-XM_006559104.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559105.2	463	212	241	243	116	248	212	231	224	286	189	416
rna-XM_026446485.1	474	199	240	290	211	330	206	367	296	454	355	514
rna-XM_006559089.3	37	30	25	38	18	42	14	23	21	33	21	29
rna-XM_026438938.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249400.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559093.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559092.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559091.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559090.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438937.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438939.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910715.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910717.2	4	0	1	10	1	4	3	2	1	8	4	5
rna-XM_006559094.3	1	1	1	1	2	2	0	0	1	0	2	2
rna-XR_408210.3	749	272	347	562	294	644	391	533	577	607	414	1025
rna-XM_006559098.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559101.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910713.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304156.1	5	1	1	4	0	1	4	5	1	1	2	2
rna-XR_003304155.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304158.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304161.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304160.1	1	0	0	1	0	1	2	4	0	1	1	0
rna-XR_003304157.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304159.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001013361.1	723	566	330	634	341	597	459	516	530	500	410	709
rna-XM_006559088.3	4780	2446	2740	5629	3139	9039	5463	7442	7537	7275	8419	11965
rna-XM_026438973.1	1666	562	698	1987	750	2938	1442	2126	2583	2086	1942	3898
rna-XM_016910735.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910734.2	3	1	5	4	4	4	1	1	6	4	6	0
rna-XM_016910733.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910736.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438971.1	2	4	0	5	0	12	1	3	4	7	3	10
rna-XR_003304153.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702131.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304154.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304152.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702113.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408204.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408206.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408205.3	2	0	0	8	0	7	2	4	5	4	4	5
rna-XR_001702114.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702112.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001702111.2	2	0	0	0	0	0	1	0	2	0	1	1
rna-XM_026446372.1	34	9	23	74	24	96	36	48	41	56	65	83
rna-XM_026446374.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446370.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446373.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001160405.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446375.1	1	0	0	0	0	0	0	0	1	1	0	1
rna-XM_026446367.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446368.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446369.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446371.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120520.5	296	107	125	231	130	219	132	219	163	256	197	332
rna-XM_006559079.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559078.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559077.3	3	1	3	3	1	2	2	3	1	3	0	1
rna-XM_006559075.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559076.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559081.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559080.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249640.4	214	86	108	127	101	100	93	100	85	158	127	218
rna-XM_026439152.1	5898	1568	1639	1614	1280	2044	1344	2373	1166	1207	1552	4860
rna-XM_001119884.5	645	178	218	247	143	290	155	286	157	284	188	457
rna-XM_001120006.5	1119	724	1577	981	1389	539	717	523	263	259	545	551
rna-XM_003249641.4	523	196	231	354	149	207	176	326	188	319	194	606
rna-XM_001120137.4	12796	3427	4725	7031	3362	6054	2836	5344	3060	4117	2647	10234
rna-XM_001120194.5	4562	1122	2369	2352	1666	924	1302	2093	1448	1869	935	4167
rna-XM_026446395.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560431.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_394822.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910895.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446396.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_031509.1	0	0	0	0	0	1	0	0	0	0	0	1
rna-Mir12	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_039503.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir3477	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_034290.1	5	2	3	2	1	2	2	1	3	2	4	6
rna-Mir283	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408826.3	31	17	14	20	10	18	24	53	21	50	8	73
rna-XM_006560722.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560723.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392251.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560724.3	0	1	0	1	0	0	1	1	0	0	0	0
rna-XR_003306560.1	12	19	5	25	12	19	27	19	27	19	4	55
rna-XM_623404.6	28	18	8	26	25	71	17	22	31	47	60	55
rna-XM_006560719.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560717.3	730	725	518	790	618	1498	835	966	750	1295	1650	965
rna-XR_001702239.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249771.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561079.3	20	5	5	19	3	24	12	21	39	21	16	23
rna-XR_001702184.2	5	0	10	18	8	78	7	17	5	9	28	21
rna-XR_001702240.2	134	86	72	184	39	383	126	318	268	342	355	446
rna-XM_006561081.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561080.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446397.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439153.1	0	0	1	1	1	0	0	1	5	0	0	4
rna-XM_016910979.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249776.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016910976.2	0	0	0	0	0	0	0	0	0	0	0	0
