GeneInfo	GeneID	Gene_Desc	PL_N_1906	PL_N_1908	PL_N_1909	PL_P_1912	PL_P_1915	PL_P_1920	PL_SL_1926	PL_SL_1927	PL_SL_1930	PL_SM_1936	PL_SM_1939	PL_SM_1940
XM_014748138.1	LOC106786583	RNA-binding protein 5-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748139.1	LOC106786584	5-aminolevulinate synthase, erythroid-specific, mitochondrial	4899	3290	3097	3389	3308	3199	3228	3468	3729	2802	2196	3746
XM_014748140.1	LOC106786585	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748141.1	LOC106786585	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748142.1	LOC106786587	neuroplastin	16386	18768	14001	16804	10898	14617	14082	14937	14868	14475	15378	17940
XM_014748143.1	LOC106786588	uncharacterized LOC106786588	2178	1571	1979	2461	1194	1317	1801	766	988	1918	2342	1841
XM_014748144.1	LOC106786586	ubiquitin-like-conjugating enzyme ATG10	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748145.1	LOC106786589	uncharacterized protein C9orf117 homolog	29	25	31	30	34	20	51	19	23	30	38	51
XM_014748146.1	LOC106786590	protein sel-1 homolog 1	4029	8399	4265	4248	4835	5407	4309	6018	6142	2798	5255	5623
XM_014748147.1	LOC106786591	histone H3	14	84	6	10	23	32	8	15	48	6	10	38
XM_014748148.1	LOC106786592	histone H3	0	3	4	1	4	3	2	2	5	1	1	0
XM_014748149.1	LOC106786593	histone H4	93	354	26	107	222	242	92	223	371	83	91	114
XM_014748150.1	LOC106786594	histone H4	82	659	19	166	232	379	117	236	485	101	175	159
XM_014748151.1	LOC106786595	omega-amidase NIT2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748152.1	LOC106786586	ubiquitin-like-conjugating enzyme ATG10	2	0	0	0	0	1	1	2	0	6	0	3
XM_014748153.1	LOC106786595	omega-amidase NIT2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748154.1	LOC106786596	uncharacterized LOC106786596	100	49	77	98	63	55	83	78	32	117	63	53
XM_014748155.1	LOC106786597	retinoblastoma-binding protein 5 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748156.1	LOC106786597	retinoblastoma-binding protein 5 homolog	2	12	2	1	7	6	3	4	4	2	2	3
XM_014748157.1	LOC106786598	seipin	307	519	272	277	293	307	322	346	390	237	278	314
XM_014748158.1	LOC106786599	katanin p60 ATPase-containing subunit A-like 2	7	5	5	8	6	10	4	6	15	6	5	9
XM_014748159.1	LOC106786600	survival motor neuron protein	573	1502	393	703	606	1006	657	930	978	595	734	841
XM_014748160.1	LOC106786602	forkhead box protein C1-A-like	137	72	70	126	94	81	99	101	62	140	85	74
XM_014748161.1	LOC106786603	uncharacterized LOC106786603	5	3	1	0	4	7	4	4	22	1	5	3
XM_014748162.1	LOC106786604	fork head domain-containing protein crocodile	66	40	41	73	51	42	50	59	40	58	60	91
XM_014748163.1	LOC106786606	pyridoxine/pyridoxamine 5'-phosphate oxidase	0	0	0	0	0	0	0	3	0	0	0	0
XM_014748164.1	LOC106786606	pyridoxine/pyridoxamine 5'-phosphate oxidase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748165.1	LOC106786607	uncharacterized LOC106786607	23	13	8	21	9	5	5	19	6	18	17	18
XM_014748166.1	LOC106786605	laminin subunit beta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748167.1	LOC106786608	CAD protein	1947	2389	1931	1972	2089	2327	2580	2679	1575	1539	2249	2237
XM_014748168.1	LOC106786609	uncharacterized LOC106786609	534	678	806	893	454	897	701	1270	784	634	730	700
XM_014748169.1	LOC106786610	protein crumbs	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748170.1	LOC106786610	protein crumbs	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748171.1	LOC106786610	protein crumbs	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748172.1	LOC106786610	protein crumbs	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748173.1	LOC106786610	protein crumbs	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748174.1	LOC106786611	cell cycle checkpoint control protein RAD9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748175.1	LOC106786611	cell cycle checkpoint control protein RAD9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748176.1	LOC106786605	laminin subunit beta-1	3	3	3	1	0	0	1	2	0	0	1	3
XM_014748177.1	LOC106786611	cell cycle checkpoint control protein RAD9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748178.1	LOC106786612	endonuclease G, mitochondrial	484	846	435	631	443	567	585	604	660	575	578	765
XM_014748179.1	LOC106786613	vacuolar protein sorting-associated protein 29	697	981	536	642	588	737	683	761	850	628	531	624
XM_014748180.1	LOC106786614	armadillo segment polarity protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748181.1	LOC106786614	armadillo segment polarity protein	3	1	4	2	2	1	4	1	4	1	1	1
XM_014748182.1	LOC106786614	armadillo segment polarity protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748183.1	LOC106786614	armadillo segment polarity protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748184.1	LOC106786605	laminin subunit beta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748185.1	LOC106786615	exonuclease mut-7 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748186.1	LOC106786615	exonuclease mut-7 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748187.1	LOC106786615	exonuclease mut-7 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748188.1	LOC106786616	low choriolytic enzyme-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748189.1	LOC106786616	low choriolytic enzyme-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748190.1	LOC106786617	caspase-2-like	553	620	415	465	470	546	441	557	515	388	461	563
XM_014748191.1	LOC106786618	U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like	366	282	140	239	229	153	389	198	188	284	350	471
XM_014748192.1	LOC106786619	protein tiptop	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748193.1	LOC106786605	laminin subunit beta-1	24	7	7	20	4	7	11	10	13	13	12	14
XM_014748194.1	LOC106786619	protein tiptop	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748195.1	LOC106786619	protein tiptop	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748196.1	LOC106786619	protein tiptop	0	0	2	1	1	0	2	0	1	1	1	2
XM_014748197.1	LOC106786620	adenylate cyclase type 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748198.1	LOC106786620	adenylate cyclase type 2-like	6	7	5	10	1	5	6	2	3	7	6	8
XM_014748199.1	LOC106786620	adenylate cyclase type 2-like	2	0	0	1	1	1	1	2	1	2	0	1
XM_014748200.1	LOC106786620	adenylate cyclase type 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748201.1	LOC106786621	flotillin-1	6	0	0	3	3	1	2	1	0	1	0	1
XM_014748202.1	LOC106786621	flotillin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748203.1	LOC106786623	uncharacterized protein CG1161	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748204.1	LOC106786623	uncharacterized protein CG1161	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748205.1	LOC106786624	ADP/ATP translocase 1-like	373	612	355	383	304	314	375	304	361	352	332	388
XM_014748206.1	LOC106786622	glycogen debranching enzyme	0	0	1	3	0	4	2	4	1	6	3	2
XM_014748207.1	LOC106786625	serine/threonine-protein kinase GL21140	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748208.1	LOC106786625	serine/threonine-protein kinase GL21140	2	9	7	9	2	5	5	9	12	4	10	5
XM_014748209.1	LOC106786625	serine/threonine-protein kinase GL21140	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748210.1	LOC106786625	serine/threonine-protein kinase GL21140	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748211.1	LOC106786626	importin-4-like	245	354	173	271	260	253	294	217	287	271	201	251
XM_014748212.1	LOC106786626	importin-4-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748213.1	LOC106786627	paraplegin	1520	1932	1269	1496	1508	1270	1392	1428	1466	1246	1273	1568
XM_014748214.1	LOC106786628	zinc finger protein 700-like	1	4	0	0	0	0	1	2	0	1	0	0
XM_014748215.1	LOC106786628	zinc finger protein 700-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748216.1	LOC106786622	glycogen debranching enzyme	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748217.1	LOC106786628	zinc finger protein 700-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748218.1	LOC106786628	zinc finger protein 700-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748219.1	LOC106786628	zinc finger protein 700-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748220.1	LOC106786628	zinc finger protein 700-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748221.1	LOC106786487	ras-like GTP-binding protein Rho1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748222.1	LOC106786629	ubiquitin fusion degradation protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748223.1	LOC106786629	ubiquitin fusion degradation protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748224.1	LOC106786629	ubiquitin fusion degradation protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748225.1	LOC106786629	ubiquitin fusion degradation protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748226.1	LOC106786630	venom carboxylesterase-6	1184	4235	1429	1392	2015	3196	2513	3466	3148	1021	2799	4447
XM_014748227.1	LOC106786622	glycogen debranching enzyme	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748228.1	LOC106786631	atrial natriuretic peptide-converting enzyme-like	4	3	9	6	9	9	5	5	12	2	15	5
XM_014748229.1	LOC106786631	atrial natriuretic peptide-converting enzyme-like	0	0	0	1	1	2	0	0	1	0	0	1
XM_014748230.1	LOC106786631	atrial natriuretic peptide-converting enzyme-like	2	0	0	0	0	0	0	0	0	0	0	0
XM_014748231.1	LOC106786632	syntaxin-12	0	3	1	4	4	2	2	2	0	1	5	1
XM_014748232.1	LOC106786632	syntaxin-12	6	7	4	7	7	5	0	4	3	8	7	4
XM_014748233.1	LOC106786633	uncharacterized LOC106786633	2	2	0	1	1	2	2	0	0	1	1	0
XM_014748234.1	LOC106786634	protocadherin-like wing polarity protein stan	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748235.1	LOC106786622	glycogen debranching enzyme	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748236.1	LOC106786634	protocadherin-like wing polarity protein stan	4	3	3	0	7	11	2	7	4	6	6	2
XM_014748237.1	LOC106786635	dedicator of cytokinesis protein 3	1	0	0	0	0	1	0	0	0	0	0	0
XM_014748238.1	LOC106786635	dedicator of cytokinesis protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748239.1	LOC106786636	pleckstrin homology domain-containing family M member 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748240.1	LOC106786636	pleckstrin homology domain-containing family M member 2	17	2	4	7	8	7	15	14	5	13	16	17
XM_014748241.1	LOC106786636	pleckstrin homology domain-containing family M member 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748242.1	LOC106786637	plexin domain-containing protein 2	479	633	567	454	538	396	497	640	386	237	687	605
XM_014748243.1	LOC106786637	plexin domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748244.1	LOC106786622	glycogen debranching enzyme	0	2	1	9	4	2	2	2	0	0	4	5
XM_014748245.1	LOC106786638	uncharacterized LOC106786638	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748246.1	LOC106786638	uncharacterized LOC106786638	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748247.1	LOC106786638	uncharacterized LOC106786638	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748248.1	LOC106786639	innexin inx3	30	28	18	37	40	46	30	54	32	22	34	46
XM_014748249.1	LOC106786639	innexin inx3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748250.1	LOC106786640	39S ribosomal protein L47, mitochondrial	507	831	396	469	443	606	472	557	639	428	427	464
XM_014748251.1	LOC106786644	fibrillin-2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748252.1	LOC106786644	fibrillin-2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748253.1	LOC106786644	fibrillin-2-like	0	0	0	0	0	2	2	0	0	0	0	0
XM_014748254.1	LOC106786643	LMBR1 domain-containing protein 2 homolog	1682	2274	1649	1965	1854	1758	1728	2178	2039	1228	1712	1963
XM_014748255.1	LOC106786645	dipeptidyl peptidase 9	431	1268	404	519	598	852	487	767	883	453	694	626
XM_014748256.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748257.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748258.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	1	1	0	0	0	0	0	0	0	0	1	0
XM_014748259.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748260.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748261.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748262.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748263.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748264.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748265.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748266.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748267.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748268.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748269.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748270.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748271.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748272.1	LOC106786646	RNA-binding protein Musashi homolog Rbp6	0	0	0	0	1	0	0	0	0	0	0	2
XM_014748273.1	LOC106786648	39S ribosomal protein L51, mitochondrial	699	1118	542	695	616	782	733	869	859	693	567	660
XM_014748274.1	LOC106786649	uncharacterized LOC106786649	1336	1505	1076	1410	1306	1426	1623	1247	1504	1950	907	1167
XM_014748275.1	LOC106786650	eukaryotic translation initiation factor 4 gamma 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748276.1	LOC106786650	eukaryotic translation initiation factor 4 gamma 2	2	0	0	0	0	1	1	0	0	0	0	0
XM_014748277.1	LOC106786650	eukaryotic translation initiation factor 4 gamma 2	1	1	3	2	0	0	1	1	1	0	7	0
XM_014748278.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748279.1	LOC106786651	transcription initiation factor IIB	684	1843	600	804	858	1170	803	1012	1376	625	905	1036
XM_014748280.1	LOC106786652	protein shisa-5-like	0	2	0	0	0	0	0	0	0	0	0	0
XM_014748281.1	LOC106786652	protein shisa-5-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748282.1	LOC106786653	coatomer subunit gamma	2326	3101	2230	2506	2582	2892	2745	3270	2822	1848	2530	2960
XM_014748283.1	LOC106786654	methionine aminopeptidase 2	4148	6910	3478	4519	3687	4747	3985	4817	4965	3335	3911	4441
XM_014748284.1	LOC106786655	rho GTPase-activating protein gacN	0	0	1	2	1	0	0	1	0	0	0	2
XM_014748285.1	LOC106786655	rho GTPase-activating protein gacN	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748286.1	LOC106786656	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	24	13	10	14	28	7	23	11	11	22	17	22
XM_014748287.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748288.1	LOC106786657	ankyrin repeat and BTB/POZ domain-containing protein BTBD11	3	0	0	3	0	0	2	4	0	2	3	1
XM_014748289.1	LOC106786657	ankyrin repeat and BTB/POZ domain-containing protein BTBD11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748290.1	LOC106786658	DNA polymerase delta catalytic subunit	2	15	1	5	6	14	4	6	9	2	4	7
XM_014748291.1	LOC106786658	DNA polymerase delta catalytic subunit	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748292.1	LOC106786658	DNA polymerase delta catalytic subunit	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748293.1	LOC106786659	zinc finger MYND domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748294.1	LOC106786659	zinc finger MYND domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748295.1	LOC106786659	zinc finger MYND domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748296.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748297.1	LOC106786660	tyrosine-protein phosphatase corkscrew	0	0	0	0	0	0	0	1	0	0	0	0
XM_014748298.1	LOC106786660	tyrosine-protein phosphatase corkscrew	0	0	0	2	0	0	1	0	0	0	0	0
XM_014748299.1	LOC106786661	DNA primase small subunit-like	38	142	15	73	92	104	61	117	86	56	119	142
XM_014748300.1	LOC106786662	pancreatic triacylglycerol lipase-like	5	3	0	2	2	0	0	2	0	0	1	5
XM_014748301.1	LOC106786663	uncharacterized LOC106786663	2	4	1	3	3	1	2	0	6	0	1	3
XM_014748302.1	LOC106786664	short transient receptor potential channel 3-like	11	8	1	7	8	7	9	2	5	6	13	5
XM_014748303.1	LOC106786665	transient-receptor-potential-like protein	2	1	2	2	5	1	3	0	2	11	3	4
XM_014748304.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748305.1	LOC106786666	protein LZIC-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748306.1	LOC106786666	protein LZIC-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748307.1	LOC106786667	ADP-ribosylation factor-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748308.1	LOC106786667	ADP-ribosylation factor-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748309.1	LOC106786669	60S ribosome subunit biogenesis protein NIP7 homolog	136	241	88	164	150	151	157	161	201	122	120	125
XM_014748310.1	LOC106786670	probable serine/threonine-protein kinase DDB_G0282963	1	1	0	1	1	0	0	1	0	0	1	1
XM_014748311.1	LOC106786670	probable serine/threonine-protein kinase DDB_G0282963	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748312.1	LOC106786670	probable serine/threonine-protein kinase DDB_G0282963	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748313.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748314.1	LOC106786671	guanine nucleotide-binding protein-like 3 homolog	0	0	0	0	0	2	1	0	0	0	0	1
XM_014748315.1	LOC106786671	guanine nucleotide-binding protein-like 3 homolog	5	0	1	0	0	0	1	1	3	2	2	0
XM_014748316.1	LOC106786672	cardioacceleratory peptide receptor-like	127	88	88	131	96	68	127	83	70	123	127	194
XM_014748317.1	LOC106786672	cardioacceleratory peptide receptor-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748318.1	LOC106786673	uncharacterized LOC106786673	1555	1664	1651	1450	1123	1355	1378	1556	1507	1774	1216	1255
XM_014748319.1	LOC106786674	glucose dehydrogenase [FAD, quinone]-like	37	14	25	27	9	6	28	15	22	25	16	9
XM_014748320.1	LOC106786674	glucose dehydrogenase [FAD, quinone]-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748321.1	LOC106786674	glucose dehydrogenase [FAD, quinone]-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748322.1	LOC106786647	uncharacterized LOC106786647	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748323.1	LOC106786675	cystinosin homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748324.1	LOC106786675	cystinosin homolog	27	9	12	16	6	7	29	11	15	16	15	13
XM_014748325.1	LOC106786675	cystinosin homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748326.1	LOC106786675	cystinosin homolog	31	13	18	35	26	15	29	19	16	30	19	22
XM_014748327.1	LOC106786676	prion-like-(Q/N-rich) domain-bearing protein 25	20	20	6	25	17	13	14	18	11	32	12	18
XM_014748328.1	LOC106786676	prion-like-(Q/N-rich) domain-bearing protein 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748329.1	LOC106786676	prion-like-(Q/N-rich) domain-bearing protein 25	6	3	1	2	7	6	3	2	1	1	3	2
XM_014748330.1	LOC106786676	prion-like-(Q/N-rich) domain-bearing protein 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748331.1	LOC106786676	prion-like-(Q/N-rich) domain-bearing protein 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748332.1	LOC106786678	39S ribosomal protein L55, mitochondrial	228	360	214	264	216	267	275	250	294	247	228	207
XM_014748333.1	LOC106786680	uncharacterized LOC106786680	193	122	150	137	143	89	158	68	84	170	119	112
XM_014748334.1	LOC106786677	proteasome-associated protein ECM29 homolog	3023	3323	2438	2658	2519	2571	2427	2862	2511	2331	2689	2545
XM_014748335.1	LOC106786681	dihydrolipoyl dehydrogenase, mitochondrial	3947	4617	4102	3548	2902	4214	3976	4225	3984	3252	3412	3478
XM_014748336.1	LOC106786682	splicing factor U2af 38 kDa subunit-like	495	829	400	566	489	682	469	674	682	485	539	566
XM_014748337.1	LOC106786683	syntaxin-12	369	1761	239	503	615	1005	465	829	1223	306	705	823
XM_014748338.1	LOC106786684	acyl-CoA synthetase family member 2, mitochondrial	2861	2395	2293	2443	1435	1882	2929	2343	2057	2390	1852	1943
XM_014748339.1	LOC106786685	RING finger protein 113A	244	477	172	295	174	247	238	270	283	312	321	325
XM_014748340.1	LOC106786686	sex-lethal homolog	5	28	2	7	10	13	14	10	22	2	18	27
XM_014748341.1	LOC106786687	60S ribosomal protein L22-like	3225	6544	2973	4183	3392	4149	5115	4572	4841	3900	3073	3355
XM_014748342.1	LOC106786690	lysosomal-trafficking regulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748343.1	LOC106786690	lysosomal-trafficking regulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748344.1	LOC106786690	lysosomal-trafficking regulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748345.1	LOC106786688	protein penguin	627	1587	472	733	676	804	751	983	1099	542	814	875
XM_014748346.1	LOC106786690	lysosomal-trafficking regulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748347.1	LOC106786690	lysosomal-trafficking regulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748348.1	LOC106786690	lysosomal-trafficking regulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748349.1	LOC106786691	chromosome-associated kinesin KIF4	322	2135	153	457	441	616	622	511	799	285	814	1133
XM_014748350.1	LOC106786668	nucleolar protein 12	259	277	56	320	128	92	351	92	90	294	329	420
XM_014748351.1	LOC106786692	ankyrin repeat domain-containing protein 49-like	664	1087	768	650	709	882	718	744	1021	627	669	751
XM_014748352.1	LOC106786693	neurocalcin homolog	0	0	0	0	0	1	0	0	0	0	0	0
XM_014748353.1	LOC106786693	neurocalcin homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748354.1	LOC106786694	neuronal calcium sensor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748355.1	LOC106786694	neuronal calcium sensor 2	0	0	0	0	0	0	5	0	0	0	1	0
XM_014748356.1	LOC106786694	neuronal calcium sensor 2	2	0	2	1	0	2	1	2	1	3	1	0
XM_014748357.1	LOC106786694	neuronal calcium sensor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748358.1	LOC106786694	neuronal calcium sensor 2	0	0	1	1	0	0	1	0	0	0	0	0
XM_014748359.1	LOC106786694	neuronal calcium sensor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748360.1	LOC106786695	uncharacterized LOC106786695	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748361.1	LOC106786696	chloride channel protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748362.1	LOC106786696	chloride channel protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748363.1	LOC106786696	chloride channel protein 2	133	112	100	155	92	129	119	122	104	76	142	158
XM_014748364.1	LOC106786697	carotenoid isomerooxygenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748365.1	LOC106786697	carotenoid isomerooxygenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748366.1	LOC106786697	carotenoid isomerooxygenase	2	0	3	1	1	4	4	8	1	0	0	3
XM_014748367.1	LOC106786697	carotenoid isomerooxygenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748368.1	LOC106786698	uncharacterized oxidoreductase YjmC	1286	1590	1819	1416	908	1597	1529	1551	1374	1382	1298	1516
XM_014748369.1	LOC106786695	uncharacterized LOC106786695	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748370.1	LOC106786699	vesicle-associated membrane protein 2-like	287	536	391	225	118	329	171	314	280	112	443	265
XM_014748371.1	LOC106786700	synaptobrevin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748372.1	LOC106786700	synaptobrevin-1	1	0	0	0	2	1	0	0	0	0	1	0
XM_014748373.1	LOC106786700	synaptobrevin-1	0	0	0	0	0	0	0	1	0	0	0	0
XM_014748374.1	LOC106786700	synaptobrevin-1	1	0	0	2	1	1	1	1	1	1	1	0
XM_014748375.1	LOC106786701	synaptic vesicle glycoprotein 2C-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748376.1	LOC106786701	synaptic vesicle glycoprotein 2C-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748377.1	LOC106786701	synaptic vesicle glycoprotein 2C-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748378.1	LOC106786702	putative ammonium transporter 3	150	209	150	102	89	151	142	149	128	158	171	147
XM_014748379.1	LOC106786704	origin recognition complex subunit 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014748380.1	LOC106786704	origin recognition complex subunit 4	4	1	0	2	1	0	1	1	2	2	2	2
XM_014748381.1	LOC106786704	origin recognition complex subunit 4	0	0	0	0	0	0	0	0	0	1	0	0
XM_014748382.1	LOC106786705	gamma-aminobutyric acid receptor-associated protein	9	14	3	6	5	5	2	3	8	8	4	4
XM_014748383.1	LOC106786703	vacuolar protein sorting-associated protein 37A	572	1491	538	637	684	873	631	912	1046	529	814	950
