GeneInfo	GeneID	Gene_Desc	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_012308497.2	LOC100648016	helicase SKI2W	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308498.2	LOC100648245	balbiani ring protein 3	1	2	0	1	0	0	0	0	2	0	3	1
XM_012308499.2	LOC100648553	protein kinase C	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308501.2	LOC100648672	myosin-I heavy chain	0	0	0	0	1	0	0	0	0	0	0	0
XM_012308503.2	LOC100648974	presenilin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308504.2	LOC100648974	presenilin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308505.2	LOC100648974	presenilin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308506.2	LOC100648974	presenilin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308507.2	LOC100648974	presenilin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308508.2	LOC100649088	ral GTPase-activating protein subunit alpha-1	5	7	3	11	9	7	6	8	7	3	2	1
XM_012308515.2	LOC100644884	uncharacterized LOC100644884	6	7	7	6	3	11	4	5	0	4	5	8
XM_012308516.2	LOC100643158	gibberellin 20 oxidase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308517.2	LOC100643158	gibberellin 20 oxidase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308521.2	LOC100643158	gibberellin 20 oxidase 1	9	7	4	6	6	6	12	12	5	9	6	3
XM_012308522.2	LOC100649878	beta-mannosidase	1	3	7	5	3	2	5	1	1	1	2	4
XM_012308523.2	LOC100649878	beta-mannosidase	2	2	5	2	2	2	4	4	7	5	1	3
XM_012308524.2	LOC105665730	inner centromere protein A-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308526.2	LOC105665730	inner centromere protein A-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308527.2	LOC100651834	transmembrane protein 245	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308529.1	LOC100646377	uncharacterized LOC100646377	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308530.1	LOC100646377	uncharacterized LOC100646377	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308532.2	LOC100649448	ubiquitin carboxyl-terminal hydrolase 34	1755	1023	1223	1049	1190	1080	1684	1299	850	955	869	771
XM_012308533.2	LOC100650470	integrin alpha-8-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308534.2	LOC105665731	AT-rich interactive domain-containing protein 4B	2681	2195	2600	1863	2246	2039	2610	2957	1790	2011	1547	1565
XM_012308535.2	LOC100644398	protein arginine N-methyltransferase 1	2	0	0	0	0	0	1	0	0	0	0	1
XM_012308537.2	LOC100652158	exocyst complex component 5	1286	1135	1038	985	925	1008	1334	1009	920	1121	700	832
XM_012308538.2	LOC100649328	obscurin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308540.2	LOC100649328	obscurin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308541.2	LOC100646139	NEDD8-conjugating enzyme UBE2F	450	571	535	477	386	401	533	413	431	420	342	409
XM_012308543.2	LOC100646500	uncharacterized LOC100646500	112	101	83	71	72	70	83	77	58	80	65	57
XM_012308544.2	LOC100645369	excitatory amino acid transporter 1	3338	4412	3643	2295	2738	2784	2795	2650	3414	2228	1763	2498
XM_012308546.2	LOC100650481	myb-like protein X	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308547.1	LOC100650481	myb-like protein X	4	3	4	0	2	5	8	1	2	1	5	2
XM_012308548.2	LOC100650481	myb-like protein X	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308549.2	LOC100650481	myb-like protein X	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308550.2	LOC100650481	myb-like protein X	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308551.2	LOC100650481	myb-like protein X	65	69	66	68	81	62	133	93	54	63	56	77
XM_012308553.2	LOC100650481	myb-like protein X	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308554.2	LOC100642804	uncharacterized MFS-type transporter C09D4.1	17	19	20	11	25	27	41	23	32	6	8	17
XM_012308555.2	LOC100645828	dystroglycan	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308557.2	LOC100645828	dystroglycan	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308559.2	LOC100645828	dystroglycan	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308560.2	LOC100650267	microtubule-associated serine/threonine-protein kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308561.1	LOC100646020	40S ribosomal protein S29	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308562.2	LOC100642190	uncharacterized LOC100642190	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308563.2	LOC100650267	microtubule-associated serine/threonine-protein kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308564.2	LOC100646059	receptor-type guanylate cyclase gcy-14	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308566.2	LOC100646059	receptor-type guanylate cyclase gcy-14	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308568.2	LOC100651001	zinc finger protein 845	905	577	637	593	576	557	949	694	418	526	491	431
XM_012308569.2	LOC100651717	spastin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308571.2	LOC100652275	putative cysteine proteinase CG12163	17690	16490	13822	10522	11513	11608	13329	13452	11524	9534	7536	10224
XM_012308573.2	LOC100643971	synaptosomal-associated protein 25	0	3	0	1	3	1	3	3	2	3	1	0
XM_012308574.2	LOC100643971	synaptosomal-associated protein 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308575.2	LOC100643971	synaptosomal-associated protein 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308576.2	LOC100643971	synaptosomal-associated protein 25	1	2	2	4	0	0	0	0	1	0	0	0
XM_012308580.2	LOC100650141	prolyl 3-hydroxylase 1	1	0	0	0	0	0	0	0	0	0	0	0
XM_012308583.2	LOC100647334	mitochondrial intermembrane space import and assembly protein 40-B	0	0	2	2	4	4	2	0	0	0	2	0
XM_012308585.2	LOC100647771	uncharacterized LOC100647771	4072	6029	5741	4223	3216	4833	5584	3192	3296	3392	3704	3503
XM_012308586.2	LOC100647457	paxillin	1	2	0	2	0	3	3	2	3	4	0	3
XM_012308588.2	LOC100647457	paxillin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308589.2	LOC100647457	paxillin	7	7	2	5	4	7	3	7	1	9	5	3
XM_012308591.2	LOC100647457	paxillin	1253	2078	1567	1746	1438	1589	1188	1378	1478	1147	1255	1408
XM_012308592.2	LOC100647457	paxillin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308593.2	LOC100647457	paxillin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308595.2	LOC100648203	baculoviral IAP repeat-containing protein 6	5	0	3	2	2	0	6	2	4	3	0	1
XM_012308596.2	LOC100648318	uncharacterized LOC100648318	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308597.2	LOC100648318	uncharacterized LOC100648318	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308598.2	LOC100648628	putative epidermal cell surface receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308599.2	LOC100649171	synaptotagmin-14	3	2	0	1	0	0	2	2	0	0	0	1
XM_012308601.2	LOC100649621	insulin-like growth factor-binding protein complex acid labile subunit	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308602.2	LOC100649621	insulin-like growth factor-binding protein complex acid labile subunit	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308604.2	LOC100649056	polyribonucleotide nucleotidyltransferase 1, mitochondrial	1668	1842	1277	1609	1350	1562	1778	1279	1388	1417	1400	1128
XM_012308605.2	LOC100649497	complex I intermediate-associated protein 30, mitochondrial	994	1221	940	956	799	953	1129	895	833	759	787	855
XM_012308609.1	LOC100642190	uncharacterized LOC100642190	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308610.2	LOC100651368	scaffold protein salvador	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308611.2	LOC100651952	RNA-binding protein Nova-1	119	103	136	110	120	107	108	160	96	51	58	136
XM_012308612.2	LOC100651952	RNA-binding protein Nova-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308613.2	LOC100652191	uncharacterized LOC100652191	16	7	6	13	12	10	17	5	6	11	7	9
XM_012308614.2	LOC100652191	uncharacterized LOC100652191	5	0	1	1	1	7	3	0	2	5	0	5
XM_012308615.2	LOC100652191	uncharacterized LOC100652191	5	3	2	5	6	2	8	6	1	0	1	0
XM_012308617.2	LOC100651835	tubulin polyglutamylase TTLL5	0	0	0	0	2	0	0	0	0	0	0	0
XM_012308618.2	LOC100651835	tubulin polyglutamylase TTLL5	2	1	11	3	8	5	10	3	5	4	4	1
XM_012308619.2	LOC100651835	tubulin polyglutamylase TTLL5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308620.2	LOC100642245	zinc finger protein 16	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308621.2	LOC100642245	zinc finger protein 16	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308622.2	LOC100642245	zinc finger protein 16	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308624.2	LOC100642245	zinc finger protein 16	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308625.2	LOC100642245	zinc finger protein 16	22	15	12	23	21	29	30	20	26	28	5	11
XM_012308626.2	LOC100646534	L-asparaginase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308627.1	LOC100646534	L-asparaginase	0	1	0	0	2	0	0	0	0	0	0	0
XM_012308628.1	LOC100646534	L-asparaginase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308629.2	LOC100646534	L-asparaginase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308630.2	LOC100646534	L-asparaginase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308631.2	LOC100646534	L-asparaginase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308632.2	LOC100646534	L-asparaginase	1	0	3	0	1	2	2	2	0	0	1	0
XM_012308633.2	LOC100646534	L-asparaginase	0	3	1	0	0	1	0	0	0	0	0	2
XM_012308635.2	LOC100646534	L-asparaginase	1	1	1	1	0	0	1	0	0	0	0	0
XM_012308640.2	LOC100642957	transmembrane protein 8B	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308641.1	LOC100647020	myb-like protein V	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308642.1	LOC100647020	myb-like protein V	0	0	0	0	0	0	0	0	0	1	0	0
XM_012308643.2	LOC100651710	D-2-hydroxyglutarate dehydrogenase, mitochondrial	1158	2160	1083	1630	1192	1393	1128	1280	1272	978	1221	1135
XM_012308644.1	LOC100647020	myb-like protein V	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308645.2	LOC100646901	probable ATP-dependent RNA helicase spindle-E	357	329	368	358	275	227	258	390	232	332	195	261
XM_012308646.2	LOC100643159	protein O-mannosyl-transferase 2	0	1	1	0	0	0	6	0	0	1	0	2
XM_012308649.2	LOC100643159	protein O-mannosyl-transferase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308650.2	LOC100643159	protein O-mannosyl-transferase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308651.2	LOC100643762	uncharacterized LOC100643762	265	368	275	262	241	285	332	280	252	281	192	229
XM_012308652.2	LOC100651592	polyhomeotic-like protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308656.2	LOC100644128	zinc transporter 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308658.2	LOC100644128	zinc transporter 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308659.2	LOC100651592	polyhomeotic-like protein 2	6	6	12	11	5	1	16	11	8	4	7	4
XM_012308660.2	LOC100644128	zinc transporter 7	4	0	0	2	2	0	1	0	1	5	0	0
XM_012308661.2	LOC100647377	40S ribosomal protein S25	9613	12199	8597	10233	8375	9124	10285	8486	9309	8060	8043	7809
XM_012308662.2	LOC100644399	unc-112-related protein	6276	7051	4568	5063	4333	4665	4939	4610	4242	4297	3969	3525
XM_012308663.1	LOC105665742	cysteine-rich DPF motif domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308665.2	LOC100644757	tubulin--tyrosine ligase-like protein 12	1	6	0	1	3	5	4	6	1	1	3	2
XM_012308668.2	LOC100642190	uncharacterized LOC100642190	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308669.2	LOC100645321	uncharacterized LOC100645321	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308671.2	LOC100645711	kinesin-related protein 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308672.2	LOC100645829	SH3KBP1-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308673.2	LOC100651592	polyhomeotic-like protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308674.2	LOC100646294	mediator of RNA polymerase II transcription subunit 6	53	69	79	54	56	67	64	55	60	62	44	45
XM_012308676.2	LOC100646294	mediator of RNA polymerase II transcription subunit 6	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308677.2	LOC100646294	mediator of RNA polymerase II transcription subunit 6	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308678.2	LOC100646703	proteasome activator complex subunit 4	15	15	11	10	17	17	12	16	13	2	15	22
XM_012308679.1	LOC100646703	proteasome activator complex subunit 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308680.1	LOC100647180	3'-5' ssDNA/RNA exonuclease TatD	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308681.2	LOC100647060	N-alpha-acetyltransferase 40	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308682.2	LOC100651828	uncharacterized LOC100651828	1288	2300	1955	1851	1180	1071	1472	1505	2024	758	733	1247
XM_012308684.2	LOC100647293	uncharacterized LOC100647293	0	0	0	0	0	0	0	0	0	0	0	1
XM_012308685.2	LOC100647293	uncharacterized LOC100647293	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308686.2	LOC100647293	uncharacterized LOC100647293	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308687.2	LOC105665744	signal recognition particle 14 kDa protein	698	1011	782	791	529	756	801	595	574	509	583	721
XM_012308689.2	LOC105665745	EH domain-containing protein 3	222	149	184	202	155	214	285	176	104	89	100	140
XM_012308690.2	LOC100647614	lysosomal acid phosphatase	13	4	5	5	3	8	10	5	7	3	1	9
XM_012308691.2	LOC100647614	lysosomal acid phosphatase	7	3	3	7	1	3	0	2	7	3	3	5
XM_012308692.2	LOC100647614	lysosomal acid phosphatase	25	33	30	20	16	17	11	14	15	15	11	17
XM_012308693.2	LOC100647614	lysosomal acid phosphatase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308694.2	LOC100648359	adenosine monophosphate-protein transferase FICD homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308695.2	LOC100648161	kinesin-like protein Klp10A	178	147	106	92	126	111	124	86	107	119	94	83
XM_012308696.2	LOC100648161	kinesin-like protein Klp10A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308697.2	LOC105665746	uncharacterized LOC105665746	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308698.2	LOC100649365	ras GTPase-activating-like protein IQGAP1	198	153	155	140	114	106	176	118	151	204	84	91
XM_012308699.2	LOC105665746	uncharacterized LOC105665746	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308700.2	LOC105665747	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	1788	2933	2006	2274	1571	1872	2180	1928	1815	1824	1694	1715
XM_012308701.2	LOC100631066	ribosomal protein S5a	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308702.2	LOC100631066	ribosomal protein S5a	3	3	1	2	0	4	2	1	3	2	3	2
XM_012308704.2	LOC100648975	uncharacterized LOC100648975	0	1	1	1	0	0	0	0	0	0	0	1
XM_012308705.2	LOC100648975	uncharacterized LOC100648975	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308706.2	LOC100648975	uncharacterized LOC100648975	3	6	3	9	4	6	8	8	12	2	7	3
XM_012308707.2	LOC105665748	uncharacterized LOC105665748	107	104	88	82	91	84	90	93	90	119	53	67
XM_012308708.2	LOC100648202	uncharacterized protein C1orf43 homolog	247	264	218	192	247	270	316	225	239	184	182	178
XM_012308709.2	LOC100648746	uncharacterized LOC100648746	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308710.2	LOC100642912	probable phospholipid hydroperoxide glutathione peroxidase	11	14	4	21	14	9	11	13	5	6	10	11
XM_012308711.2	LOC100648746	uncharacterized LOC100648746	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308712.2	LOC100648746	uncharacterized LOC100648746	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308713.2	LOC100649209	transmembrane protein 216	610	922	649	658	578	789	837	625	630	497	638	667
XM_012308718.2	LOC100642912	probable phospholipid hydroperoxide glutathione peroxidase	0	1	1	0	0	0	0	0	0	1	0	0
XM_012308719.2	LOC100649329	uncharacterized LOC100649329	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308720.2	LOC100649449	ecdysone 20-monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308721.2	LOC100649449	ecdysone 20-monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308722.2	LOC100649449	ecdysone 20-monooxygenase	0	0	0	0	0	1	0	0	0	5	0	0
XM_012308723.2	LOC105665749	proteasome subunit alpha type-7-1	3020	6681	3710	4479	4100	5685	5820	4333	4455	3051	4371	4328
XM_012308724.2	LOC100648708	DNA repair protein complementing XP-G cells homolog	1547	1100	1335	1256	1063	986	1372	1216	1146	1170	543	749
XM_012308726.2	LOC100650199	myosin-VIIa	292	299	317	260	221	299	416	243	322	380	223	266
XM_012308727.2	LOC100650199	myosin-VIIa	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308728.2	LOC100650558	AKT-interacting protein	654	836	712	684	544	700	759	581	557	610	424	547
XM_012308729.2	LOC105665750	cdc42 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308730.2	LOC105665750	cdc42 homolog	4	3	4	9	4	2	7	4	6	2	0	6
XM_012308731.2	LOC105665750	cdc42 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308732.2	LOC100642596	E3 ubiquitin-protein ligase CBL-B	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308733.2	LOC100650682	T-box transcription factor TBX20	27	14	26	23	13	15	24	11	20	23	8	12
XM_012308734.2	LOC100650682	T-box transcription factor TBX20	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308735.1	LOC100651321	mitochondrial import inner membrane translocase subunit Tim21	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308736.1	LOC100651321	mitochondrial import inner membrane translocase subunit Tim21	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308737.1	LOC100651321	mitochondrial import inner membrane translocase subunit Tim21	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308738.1	LOC100651321	mitochondrial import inner membrane translocase subunit Tim21	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308739.1	LOC100651321	mitochondrial import inner membrane translocase subunit Tim21	10	6	5	7	8	10	17	6	6	12	7	4
XM_012308740.2	LOC105665751	transcription and mRNA export factor ENY2	80	66	95	63	40	79	68	57	60	78	49	52
XM_012308741.2	LOC100651127	broad-complex core protein isoforms 1/2/3/4/5	310	346	288	301	218	285	348	249	241	303	230	193
XM_012308742.2	LOC100651127	broad-complex core protein isoforms 1/2/3/4/5	97	146	125	98	89	90	94	69	100	112	67	83
XM_012308743.2	LOC100651561	NEDD8	898	1541	987	1318	1203	1406	1300	1227	1125	698	1188	1068
XM_012308744.2	LOC100651757	conserved oligomeric Golgi complex subunit 4	3429	3069	3085	3391	2876	3165	4159	2931	3122	3111	2278	2419
XM_012308745.1	LOC105665752	uncharacterized LOC105665752	0	1	1	0	0	0	0	0	0	0	0	0
XM_012308749.2	LOC100642479	serine/threonine-protein kinase pakA-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308753.1	LOC100642449	titin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308754.2	LOC100642449	titin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308755.2	LOC105665757	uncharacterized LOC105665757	78	78	76	61	62	43	78	76	51	74	45	52
XM_012308757.2	LOC100642479	serine/threonine-protein kinase pakA-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308758.1	LOC100649170	uncharacterized LOC100649170	1	2	2	1	3	1	2	3	2	3	1	4
XM_012308759.2	LOC100642753	transmembrane protein 192	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308760.2	LOC100642753	transmembrane protein 192	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308761.1	LOC100642753	transmembrane protein 192	46	30	35	30	26	22	31	14	16	24	21	15
XM_012308764.2	LOC100642479	serine/threonine-protein kinase pakA-like	8	1	6	7	3	6	6	4	0	4	6	3
XM_012308766.2	LOC100642958	uncharacterized LOC100642958	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308767.2	LOC100643075	WD repeat-containing protein 20	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308768.1	LOC100643075	WD repeat-containing protein 20	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308769.2	LOC100643445	translin-associated protein X	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308770.2	LOC100642479	serine/threonine-protein kinase pakA-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308772.2	LOC100643569	hemicentin-1	10	19	7	9	14	16	18	7	28	22	13	5
XM_012308773.2	LOC100643689	synaptogenesis protein syg-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308777.2	LOC100644400	steroid hormone receptor ERR1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308778.2	LOC100644400	steroid hormone receptor ERR1	1	3	0	2	1	4	0	1	3	0	2	1
XM_012308779.2	LOC100644400	steroid hormone receptor ERR1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308780.2	LOC100644400	steroid hormone receptor ERR1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308782.2	LOC100644719	DNA polymerase alpha subunit B	2	4	3	4	3	16	5	2	6	1	1	2
XM_012308783.2	LOC100644719	DNA polymerase alpha subunit B	0	2	3	1	1	2	2	2	0	0	0	1
XM_012308784.2	LOC100644719	DNA polymerase alpha subunit B	15	22	35	15	9	19	14	5	8	18	25	21
XM_012308785.2	LOC100650023	uncharacterized LOC100650023	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308786.1	LOC105665758	neurochondrin homolog	2042	3088	2598	2541	2227	2859	2676	2657	2283	1533	2394	2360
XM_012308787.2	LOC105665759	uncharacterized LOC105665759	263	299	279	231	181	232	220	192	145	118	153	193
XM_012308788.2	LOC100644962	DNA repair protein RAD51 homolog A	0	0	0	0	1	0	0	0	0	0	0	0
XM_012308791.2	LOC100645407	PQ-loop repeat-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308793.2	LOC100649620	uncharacterized LOC100649620	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308794.2	LOC100645592	protein FAN	919	1049	1210	1194	722	717	1077	884	763	874	688	729
XM_012308795.2	LOC100643107	glycerol kinase	0	1	0	1	0	0	0	0	0	0	0	0
XM_012308798.2	LOC100643107	glycerol kinase	0	0	0	0	0	0	0	1	0	0	0	0
XM_012308799.2	LOC100646825	Bardet-Biedl syndrome 4 protein	26	26	21	18	17	13	21	10	20	25	9	18
XM_012308800.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308801.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308802.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308804.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308805.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308806.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308807.2	LOC100646945	guanylate kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308808.2	LOC100647294	ribosomal protein S6 kinase alpha-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308809.2	LOC100647294	ribosomal protein S6 kinase alpha-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308813.2	LOC100648162	uncharacterized LOC100648162	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308814.2	LOC100648162	uncharacterized LOC100648162	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308816.2	LOC100648162	uncharacterized LOC100648162	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308817.2	LOC100647965	monocarboxylate transporter 12-B	16	21	21	15	26	15	20	23	8	0	9	16
XM_012308818.2	LOC100647965	monocarboxylate transporter 12-B	5	6	2	1	5	2	2	3	0	2	2	9
XM_012308819.2	LOC100647772	monocarboxylate transporter 3	12	0	5	0	8	8	2	10	6	2	3	4
XM_012308820.2	LOC100647772	monocarboxylate transporter 3	32	34	29	39	31	45	38	34	33	44	23	39
XM_012308821.2	LOC100647772	monocarboxylate transporter 3	22	10	11	14	21	19	14	30	22	14	12	21
XM_012308822.2	LOC100647772	monocarboxylate transporter 3	20	15	7	16	14	30	18	14	15	18	7	15
XM_012308823.2	LOC100650074	heat shock factor 2-binding protein	32	22	16	19	28	20	41	13	33	19	12	17
XM_012308824.2	LOC100647654	lamin-B receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308825.2	LOC100647654	lamin-B receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308826.2	LOC100647654	lamin-B receptor	2	5	8	1	2	2	0	2	5	2	1	3
XM_012308829.2	LOC100648276	40S ribosomal protein S11	9659	12113	9840	10752	8948	9562	12529	9010	10257	10237	7820	8142
XM_012308830.2	LOC100649574	solute carrier family 12 member 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308831.2	LOC100649574	solute carrier family 12 member 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308832.2	LOC100649574	solute carrier family 12 member 4	9	8	7	10	9	9	4	6	2	3	6	3
XM_012308834.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308835.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308836.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308837.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308838.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308840.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308841.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308842.2	LOC100649375	PRKC apoptosis WT1 regulator protein	154	159	146	107	105	130	116	103	105	129	74	108
XM_012308843.2	LOC100649375	PRKC apoptosis WT1 regulator protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308844.2	LOC100650319	dual specificity protein phosphatase 10	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308845.2	LOC100650319	dual specificity protein phosphatase 10	0	0	0	0	0	0	0	0	0	0	0	0
